sel title	artist	top genre	year	added	bpm	nrgy	dnce	dB	live	val	dur	acous	spch	pop                                           
1   Sweater Weather	The Neighbourhood	modern alternative rock	2013	2023‑04‑13	124	81	61	-3	10	40	240	5	3	91                  
2   I Love You So	The Walters	chicago indie	2014	2023‑04‑13	76	65	57	-5	12	47	160	58	4	88                                    
3   Happier Than Ever	Billie Eilish	art pop	2021	2023‑04‑13	81	23	33	-9	13	30	299	77	3	87                                    
4   Dark Red	Steve Lacy	afrofuturism	2017	2023‑04‑13	172	78	60	-4	12	77	173	45	6	87                                          
5   traitor	Olivia Rodrigo	pop	2021	2023‑04‑13	101	34	38	-8	12	8	229	69	3	86                                                 
6   Freaks	Surf Curse	dreamo	2021	2023‑04‑13	180	94	35	-10	5	41	147	0	5	86                                                   
7   Yonaguni	Bad Bunny	reggaeton	2021	2023‑04‑13	180	65	64	-5	14	44	207	28	12	85                                             
8   abcdefu	GAYLE	modern alternative pop	2021	2023‑04‑13	122	54	70	-6	37	42	169	30	5	84                                      
9   Pepas	Farruko	reggaeton	2021	2023‑04‑13	130	77	76	-4	13	44	287	1	3	84                                                    
10  favorite crime	Olivia Rodrigo	pop	2021	2023‑04‑13	173	27	37	-10	15	22	153	87	4	84                                        
11  Knife Talk (with 21 Savage ft. Project Pat)	Drake	canadian hip hop	2021	2023‑04‑13	146	42	85	-10	8	15	243	6	32	83        
12  Wants and Needs (feat. Lil Baby)	Drake	canadian hip hop	2021	2023‑04‑13	136	45	58	-6	12	10	193	6	29	83                   
13  Don't Stop Me Now - Remastered 2011	Queen	classic rock	1978	2023‑04‑13	156	87	56	-5	78	61	209	5	17	83                    
14  You Belong With Me (Taylor’s Version)	Taylor Swift	pop	2021	2023‑04‑13	130	77	63	-5	9	47	231	6	3	83                      
15  I Gotta Feeling	Black Eyed Peas	dance pop	2009	2023‑04‑13	128	77	74	-6	51	61	289	9	3	83                                  
16  family ties (with Kendrick Lamar)	Baby Keem	rap	2021	2023‑04‑13	134	61	71	-5	23	14	252	1	33	82                           
17  2055	Sleepy Hallow	brooklyn drill	2021	2023‑04‑13	81	51	83	-6	12	64	124	49	19	82                                         
18  You Right	Doja Cat	dance pop	2021	2023‑04‑13	129	62	83	-6	8	44	186	2	6	82                                                
19  I Wanna Dance with Somebody (Who Loves Me)	Whitney Houston	dance pop	1987	2023‑04‑13	119	82	71	-9	9	87	291	21	5	82       
20  Mood (feat. iann dior)	24kGoldn	cali rap	2021	2023‑04‑13	91	72	70	-4	32	73	141	17	4	82                                   
21  RAPSTAR	Polo G	chicago rap	2021	2023‑04‑13	81	54	79	-7	13	44	166	41	24	81                                                
22  Jugaste y Sufrí	Eslabon Armado	corrido	2020	2023‑04‑13	200	50	39	-8	12	34	275	63	4	81                                    
23  DÁKITI	Bad Bunny	reggaeton	2020	2023‑04‑13	110	57	73	-10	11	14	205	40	5	80                                               
24  Tell Em	Cochise	plugg	2021	2023‑04‑13	158	72	67	-7	40	47	180	10	23	80                                                    
25  Ain't Shit	Doja Cat	dance pop	2021	2023‑04‑13	124	49	86	-5	35	62	174	51	21	79                                            
26  Get Into It (Yuh)	Doja Cat	dance pop	2021	2023‑04‑13	92	66	91	-6	9	79	138	32	16	79                                       
27  WITHOUT YOU	The Kid LAROI	australian hip hop	2020	2023‑04‑13	93	41	66	-7	13	47	161	21	3	79                               
28  Way 2 Sexy (with Future & Young Thug)	Drake	canadian hip hop	2021	2023‑04‑13	136	60	80	-6	32	33	258	0	14	78              
29  Meet Me At Our Spot	THE ANXIETY	modern alternative pop	2020	2023‑04‑13	95	47	77	-8	9	40	163	2	3	78                       
30  Todo De Ti	Rauw Alejandro	puerto rican pop	2021	2023‑04‑13	128	72	78	-4	9	34	200	30	5	78                                 
31  On Me	Lil Baby	atl hip hop	2020	2023‑04‑13	78	56	86	-6	13	48	136	0	39	78                                                 
32  We Don't Talk About Bruno	Carolina Gaitán - La Gaita	movie tunes	2021	2023‑04‑13	206	45	58	-9	11	83	216	36	8	77          
33  Red (Taylor's Version)	Taylor Swift	pop	2021	2023‑04‑13	125	78	52	-5	8	41	223	0	4	77                                     
34  Fearless (Taylor’s Version)	Taylor Swift	pop	2021	2023‑04‑13	100	74	57	-5	33	43	242	1	3	77                               
35  Praise God	Kanye West	chicago rap	2021	2023‑04‑13	118	55	80	-6	26	21	227	1	17	77                                         
36  enough for you	Olivia Rodrigo	pop	2021	2023‑04‑13	88	26	64	-11	22	27	203	75	9	77                                         
37  Girls Want Girls (with Lil Baby)	Drake	canadian hip hop	2021	2023‑04‑13	87	44	77	-9	14	38	222	18	29	77                   
38  my ex's best friend (with blackbear)	Machine Gun Kelly	ohio hip hop	2020	2023‑04‑13	125	68	73	-5	14	30	139	0	4	77        
39  Surface Pressure	Jessica Darrow	movie tunes	2021	2023‑04‑13	180	58	65	-8	4	37	202	2	31	76                                
40  Fancy Like	Walker Hayes	contemporary country	2021	2023‑04‑13	80	77	65	-6	32	86	162	11	6	76                               
41  Everybody (Backstreet's Back) - Radio Edit	Backstreet Boys	boy band	1997	2023‑04‑13	108	85	73	-4	27	61	225	4	4	76        
42  Champagne Poetry	Drake	canadian hip hop	2021	2023‑04‑13	87	67	42	-7	25	50	337	76	33	76                                   
43  Super Gremlin	Kodak Black	florida drill	2021	2023‑04‑13	73	41	83	-7	36	11	201	0	14	75                                    
44  Miss The Rage (feat. Playboi Carti)	Trippie Redd	melodic rap	2021	2023‑04‑13	77	86	58	-6	85	37	237	1	12	75               
45  No Church In The Wild	JAY-Z	east coast hip hop	2011	2023‑04‑13	93	75	65	-8	17	56	273	25	11	75                            
46  I Hate U	SZA	pop	2021	2023‑04‑13	107	39	54	-10	11	41	174	51	16	74                                                        
47  Born in the U.S.A.	Bruce Springsteen	heartland rock	1984	2023‑04‑13	122	95	40	-6	10	58	279	0	6	74                        
48  Already Dead	Juice WRLD	chicago rap	2021	2023‑04‑13	84	50	74	-6	11	13	231	2	6	74                                         
49  Anyone	Justin Bieber	canadian pop	2021	2023‑04‑13	116	54	69	-8	11	58	191	18	3	74                                         
50  Doomsday	MF DOOM	alternative hip hop	1999	2023‑04‑13	95	84	86	-8	8	79	298	10	33	74                                       
51  X Gon' Give It To Ya	DMX	east coast hip hop	2007	2023‑04‑13	95	90	76	-3	7	67	218	1	18	74                                 
52  Moon	Kanye West	chicago rap	2021	2023‑04‑13	162	24	32	-10	27	25	156	90	3	74                                              
53  ESCAPE PLAN	Travis Scott	hip hop	2021	2023‑04‑13	154	51	84	-7	13	44	150	0	13	74                                          
54  Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)	Taylor Swift	pop	2021	2023‑04‑13	102	38	61	-9	15	
55  Broadway Girls (feat. Morgan Wallen)	Lil Durk	chicago drill	2021	2023‑04‑13	75	75	66	-4	30	54	186	4	3	73                 
56  Whoopty	CJ	nyc rap	2020	2023‑04‑13	140	65	72	-8	13	66	123	20	13	73                                                       
57  I'm Shipping Up To Boston	Dropkick Murphys	boston punk	2005	2023‑04‑13	129	93	45	-3	23	60	154	0	8	73                     
58  Solid (feat. Drake)	Young Stoner Life	atl hip hop	2021	2023‑04‑13	126	49	89	-9	14	33	216	4	20	73                         
59  Last Christmas	Wham!	new romantic	1984	2023‑04‑13	108	48	74	-12	36	95	263	19	3	72                                        
60  All I Want for Christmas Is You	Mariah Carey	dance pop	1994	2023‑04‑13	150	63	34	-7	7	35	241	16	4	71                     
61  Flower Shops (feat. Morgan Wallen)	ERNEST	contemporary country	2021	2023‑04‑13	128	46	53	-6	8	23	214	12	3	71             
62  Burn	Juice WRLD	chicago rap	2021	2023‑04‑13	115	48	35	-9	21	4	217	15	4	71                                                
63  Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)	Taylor Swift	pop	2021	2023‑04‑13	125	49	61	-7	31	44	240	82	3	7
64  Bad Man (Smooth Criminal)	Polo G	chicago rap	2021	2023‑04‑13	120	66	88	-6	11	57	106	1	24	71                              
65  Oxytocin	Billie Eilish	art pop	2021	2023‑04‑13	125	60	76	-8	15	18	210	9	6	71                                             
66  We Are Never Ever Getting Back Together (Taylor's Version)	Taylor Swift	pop	2021	2023‑04‑13	172	69	57	-6	7	72	193	3	18	71
67  Forever & Always (Taylor’s Version)	Taylor Swift	pop	2021	2023‑04‑13	128	82	60	-4	14	67	225	2	4	71                       
68  Ruff Ryders' Anthem	DMX	east coast hip hop	1998	2023‑04‑13	91	58	88	-8	20	74	214	6	30	71                                 
69  Wandered To LA (with Justin Bieber)	Juice WRLD	chicago rap	2021	2023‑04‑13	135	64	69	-5	11	42	189	5	4	70                 
70  Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)	Nardo Wick	florida drill	2021	2023‑04‑13	76	74	74	-6	16	49	280	0	3
71  Thot Shit	Megan Thee Stallion	houston rap	2021	2023‑04‑13	130	69	95	-3	17	89	185	1	9	70                                  
72  Fifteen (Taylor’s Version)	Taylor Swift	pop	2021	2023‑04‑13	95	65	56	-5	32	29	294	12	3	70                                
73  GOLDWING	Billie Eilish	art pop	2021	2023‑04‑13	160	30	65	-14	10	17	152	76	13	70                                          
74  Rumors (feat. Cardi B)	Lizzo	escape room	2021	2023‑04‑13	119	73	83	-6	42	61	173	13	9	70                                  
75  Hey Stephen (Taylor’s Version)	Taylor Swift	pop	2021	2023‑04‑13	116	57	79	-6	9	80	254	11	3	69                            
76  22 (Taylor's Version)	Taylor Swift	pop	2021	2023‑04‑13	104	70	64	-6	8	64	231	0	3	69                                      
77  Santa Tell Me	Ariana Grande	pop	2014	2023‑04‑13	192	62	53	-7	29	59	204	5	12	68                                           
78  To Be Loved	Adele	british soul	2021	2023‑04‑13	170	18	36	-8	23	29	404	84	4	68                                            
79  LUMBERJACK	Tyler, The Creator	hip hop	2021	2023‑04‑13	171	76	39	-6	53	43	138	12	56	68                                    
80  All Night Parking (with Erroll Garner) Interlude	Adele	british soul	2021	2023‑04‑13	128	50	73	-10	19	31	162	67	17	68     
81  l e t . g o . m y . h a n d (with Bas & 6LACK)	J. Cole	conscious hip hop	2021	2023‑04‑13	90	63	58	-8	20	52	266	51	28	68  
82  My Little Love	Adele	british soul	2021	2023‑04‑13	152	49	34	-11	15	10	389	83	6	68                                        
83  The Lucky One (Taylor's Version)	Taylor Swift	pop	2021	2023‑04‑13	118	57	69	-7	6	54	240	7	5	68                           
84  That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)	Taylor Swift	pop	2021	2023‑04‑13	90	61	59	-7	9	51	189
85  Only Wanna Be With You - Pokémon 25 Version	Post Malone	dfw rap	2021	2023‑04‑13	98	71	47	-5	30	25	241	0	3	66             
86  9 5 . s o u t h	J. Cole	conscious hip hop	2021	2023‑04‑13	72	79	71	-5	73	20	197	27	40	66                                 
87  Rockin' Around The Christmas Tree	Brenda Lee	adult standards	1964	2023‑04‑13	67	47	59	-9	51	90	126	61	5	65               
88  Cry Your Heart Out	Adele	british soul	2021	2023‑04‑13	125	71	76	-7	25	59	255	52	10	65                                    
89  Jingle Bell Rock	Bobby Helms		1957	2023‑04‑13	120	42	75	-8	7	81	131	64	4	65                                              
90  Mistletoe	Justin Bieber	canadian pop	2011	2023‑04‑13	162	56	66	-9	8	85	183	50	5	65                                       
91  Somebody's Watching Me - Single Version	Rockwell		2020	2023‑04‑13	124	51	77	-10	7	89	239	10	3	65                         
92  test drive	Ariana Grande	pop	2021	2023‑04‑13	115	71	70	-5	12	32	122	3	5	65                                               
93  h u n g e r . o n . h i l l s i d e (with Bas)	J. Cole	conscious hip hop	2021	2023‑04‑13	95	70	56	-6	21	29	239	13	7	65   
94  Sharing Locations (feat. Lil Baby & Lil Durk)	Meek Mill	hip hop	2021	2023‑04‑13	152	63	68	-6	14	18	161	0	4	65            
95  Strangers By Nature	Adele	british soul	2021	2023‑04‑13	68	25	39	-9	8	13	182	80	3	64                                      
96  Happy Xmas (War Is Over) - Remastered 2010	John Lennon	beatlesque	2010	2023‑04‑13	146	64	32	-10	72	41	214	28	3	64        
97  Lo Vas A Olvidar (with ROSALÍA)	Billie Eilish	art pop	2021	2023‑04‑13	135	24	34	-15	7	3	203	72	8	64                      
98  p u n c h i n ‘ . t h e . c l o c k	J. Cole	conscious hip hop	2021	2023‑04‑13	94	74	77	-7	17	69	113	20	38	63             
99  1 0 0 . m i l ‘ (with Bas)	J. Cole	conscious hip hop	2021	2023‑04‑13	125	65	71	-6	31	23	163	33	8	63                      
100 All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios	Taylor Swift	pop	2021	2023‑04‑13	93	29	59	-10	12	1
101 Better Man (Taylor's Version) (From The Vault)	Taylor Swift	pop	2021	2023‑04‑13	74	58	47	-6	9	26	297	21	4	62             
102 Let It Snow! Let It Snow! Let It Snow!	Dean Martin	adult standards	1959	2023‑04‑13	134	24	45	-14	18	70	117	91	4	62       
103 You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)	Taylor Swift	pop	2021	2023‑04‑13	143	50	59	-8	10
104 24	Kanye West	chicago rap	2021	2023‑04‑13	110	53	39	-6	35	34	198	13	4	61                                                 
105 DOLLA SIGN SLIME (feat. Megan Thee Stallion)	Lil Nas X	lgbtq+ hip hop	2021	2023‑04‑13	134	53	92	-6	10	59	145	5	26	61     
106 Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)	Frank Sinatra	adult standards	1994	2023‑04‑13	142	26
107 Thriller - 2003 Edit	Michael Jackson	pop	2003	2023‑04‑13	119	85	78	-5	82	84	311	9	5	60                                   
108 Spooky, Scary Skeletons - Undead Tombstone Remix	Andrew Gold	underground power pop	2019	2023‑04‑13	128	79	77	-5	35	57	126
109 Blessed & Free	Kane Brown	black americana	2021	2023‑04‑13	158	48	65	-10	14	39	198	75	18	60                               
110 Ghostbusters	Ray Parker Jr.		1990	2023‑04‑13	115	72	78	-10	30	73	239	1	3	59                                              
111 The Christmas Song (Merry Christmas To You)	Nat King Cole	adult standards	1962	2023‑04‑13	79	21	32	-15	14	21	192	92	3	59 
112 Underneath the Tree	Kelly Clarkson	dance pop	2013	2023‑04‑13	160	81	51	-5	21	69	230	0	5	59                               
113 Beat Box 3 (feat. DaBaby)	SpotemGottem	florida drill	2021	2023‑04‑13	160	43	85	-7	10	20	200	8	37	59                      
114 Betrayal (feat. Drake)	Trippie Redd	melodic rap	2021	2023‑04‑13	158	56	74	-7	13	13	152	1	7	59                            
115 A Holly Jolly Christmas	Burl Ives	american folk revival	1965	2023‑04‑13	140	38	68	-13	8	89	136	58	3	58                   
116 All Too Well (Taylor's Version)	Taylor Swift	pop	2021	2023‑04‑13	186	53	44	-8	23	13	329	2	3	58                           
117 Wonderful Christmastime - Edited Version / Remastered 2011	Paul McCartney	beatlesque	1980	2023‑04‑13	95	51	77	-9	7	77	228
118 Best I Ever Had Remix	Nicki Minaj	dance pop	2021	2023‑04‑13	161	87	40	-3	16	65	326	23	28	58                              
119 Junya	Kanye West	chicago rap	2021	2023‑04‑13	148	69	75	-4	30	40	148	27	6	58                                              
120 Gasoline (feat. Taylor Swift)	HAIM	indietronica	2021	2023‑04‑13	133	72	66	-4	12	60	193	8	6	58                            
121 Run Rudolph Run	Chuck Berry	blues	1986	2023‑04‑13	152	72	68	-11	8	96	166	81	9	57                                         
122 Blue Christmas	Elvis Presley	rock-and-roll	1957	2023‑04‑13	95	27	47	-17	14	58	129	90	4	57                                
123 Carol of the Bells	Mykola Dmytrovych Leontovych	post-romantic era	1990	2023‑04‑13	47	11	42	-23	18	80	85	99	4	57          
124 Better Believe	Belly	canadian hip hop	2021	2023‑04‑13	125	57	80	-8	14	45	207	16	32	57                                    
125 It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)	Perry Como	adult standards	1999	2023‑04
126 It's Beginning to Look a Lot like Christmas	Michael Bublé	adult standards	2011	2023‑04‑13	93	22	33	-11	34	36	207	88	3	56 
127 Demon High	Lil Uzi Vert	melodic rap	2021	2023‑04‑13	150	54	75	-11	42	65	197	36	18	56                                     
128 White Christmas	Bing Crosby	adult standards	1942	2023‑04‑13	131	16	32	-16	34	25	177	67	4	55                              
129 God Breathed	Kanye West	chicago rap	2021	2023‑04‑13	93	31	33	-7	11	8	333	29	4	55                                         
130 someone like u - interlude	Ariana Grande	pop	2021	2023‑04‑13	118	54	64	-9	14	18	77	18	4	55                               
131 Jingle Bells - Remastered 1999	Frank Sinatra	adult standards	1957	2023‑04‑13	175	34	51	-13	10	95	121	73	5	54             
132 Santa Claus Is Coming To Town	The Jackson 5	motown	1970	2023‑04‑13	147	76	69	-5	18	96	144	42	3	54                        
133 Feels (feat. Khalid)	WATTS	pop	2021	2023‑04‑13	168	35	55	-13	36	8	222	27	6	54                                            
134 Monster Mash	Bobby "Boris" Pickett	halloween	1962	2023‑04‑13	68	50	54	-14	42	71	192	38	46	53                             
135 Feliz Navidad	José Feliciano	latin pop	2001	2023‑04‑13	149	82	51	-10	30	97	182	41	5	52                                   
136 Chi-Raq (with G Herbo)	Nicki Minaj	dance pop	2021	2023‑04‑13	146	44	76	-14	11	35	232	33	42	52                            
137 Holly Jolly Christmas	Michael Bublé	adult standards	2011	2023‑04‑13	151	43	61	-9	9	74	122	86	4	52                        
138 Christmas (Baby Please Come Home)	Darlene Love		2020	2023‑04‑13	127	76	33	-7	8	36	166	40	5	52                            
139 Working for the Knife	Mitski	brooklyn indie	2021	2023‑04‑13	83	63	47	-8	10	32	159	17	3	52                                
140 Crocodile Teeth (with Skillibeng) - Remix	Nicki Minaj	dance pop	2021	2023‑04‑13	107	63	64	-9	20	22	218	20	36	52          
141 I Want Candy	Bow Wow Wow	new romantic	1980	2023‑04‑13	110	64	69	-13	6	78	164	1	6	48                                      
142 Halloween Theme - Main Title	John Carpenter	horror synth	2010	2023‑04‑13	136	47	64	-16	16	30	175	13	3	48                 
143 It's the Most Wonderful Time of the Year	Andy Williams	adult standards	1963	2023‑04‑13	202	53	23	-12	12	65	151	87	4	47   
144 Santa Baby (with Henri René & His Orchestra)	Eartha Kitt	torch song	2002	2023‑04‑13	84	14	70	-12	19	49	206	90	6	47       
145 Came Out (feat. Lil Keed)	Young Stoner Life	atl hip hop	2021	2023‑04‑13	120	60	90	-6	11	36	192	3	5	47                    
146 Treacherous (Taylor's Version)	Taylor Swift	pop	2021	2023‑04‑13	110	59	65	-7	13	30	243	3	3	45                            
147 Banana Boat Song	Harry Belafonte	calypso	2012	2023‑04‑13	92	7	44	-20	11	24	185	97	10	45                                  
148 Superstar (feat. Future)	Young Stoner Life	atl hip hop	2021	2023‑04‑13	171	57	73	-9	8	42	149	2	19	44                     
149 THANKFUL (feat. Lil Wayne & Jeremih)	DJ Khaled	hip hop	2021	2023‑04‑13	84	76	35	-2	16	65	339	54	4	44                     
150 This Is Halloween - Soundtrack	Disney Characters	movie tunes	2006	2023‑04‑13	168	50	57	-13	16	62	196	77	5	42             
151 Warrior (feat. T-Shyne, Lil Keed & Big Sean)	Young Stoner Life	atl trap	2021	2023‑04‑13	123	58	84	-8	9	37	219	28	37	42   
152 Good News	Pop Smoke	brooklyn drill	2021	2023‑04‑13	127	50	57	-8	12	53	47	24	22	40                                        
153 Not Like Me	Shotgun Shane	country rap	2021	2023‑04‑13	144	75	77	-8	13	70	298	0	18	7                                      
154 Tu Veneno	Maryli Morett		2021	2023‑04‑13	125	60	63	-5	13	46	165	62	44	2                                                  
155 Get with You	townhall		2021	2023‑04‑13	81	81	56	-6	21	46	144	0	5	0                                                       
1   No Role Modelz	J. Cole	conscious hip hop	2014	2023‑04‑14	100	52	69	-8	5	49	293	32	34	90                                  
2   Ghost	Justin Bieber	canadian pop	2021	2023‑04‑14	154	74	60	-6	42	44	153	19	5	88                                          
3   happier	Olivia Rodrigo	pop	2021	2023‑04‑14	169	44	40	-10	8	34	176	77	13	84                                               
4   telepatía	Kali Uchis	colombian pop	2020	2023‑04‑14	84	52	65	-9	20	55	160	11	5	84                                         
5   jealousy, jealousy	Olivia Rodrigo	pop	2021	2023‑04‑14	164	57	70	-6	6	70	173	20	12	83                                     
6   Moth To A Flame (with The Weeknd)	Swedish House Mafia	edm	2021	2023‑04‑14	120	66	55	-7	11	11	234	0	4	83                  
7   Streets	Doja Cat	dance pop	2019	2023‑04‑14	90	46	75	-8	34	19	227	21	8	83                                                 
8   The Way I Loved You (Taylor’s Version)	Taylor Swift	pop	2021	2023‑04‑14	161	73	40	-5	11	47	243	0	5	82                    
9   Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	dfw rap	2019	2023‑04‑14	90	52	76	-4	7	93	158	53	6	82           
10  Martin & Gina	Polo G	chicago rap	2020	2023‑04‑14	94	53	83	-8	17	12	133	35	25	82                                          
11  love nwantiti (ah ah ah)	CKay	afro r&b	2019	2023‑04‑14	93	74	73	-4	16	53	146	37	4	82                                     
12  Goosebumps - Remix	Travis Scott	hip hop	2021	2023‑04‑14	125	59	84	-8	12	81	163	42	4	80                                   
13  34+35	Ariana Grande	pop	2020	2023‑04‑14	110	59	83	-6	25	49	174	24	9	80                                                   
14  Yebba’s Heartbreak	Drake	canadian hip hop	2021	2023‑04‑14	120	16	48	-12	11	9	134	97	4	79                                 
15  I Like It	Cardi B	dance pop	2018	2023‑04‑14	136	73	82	-4	37	65	253	10	13	79                                              
16  brutal	Olivia Rodrigo	pop	2021	2023‑04‑14	124	53	67	-6	28	28	144	3	6	79                                                  
17  Permission to Dance	BTS	k-pop	2021	2023‑04‑14	125	74	70	-5	34	65	188	1	4	78                                              
18  1 step forward, 3 steps back	Olivia Rodrigo	pop	2021	2023‑04‑14	169	20	47	-13	13	42	164	94	10	78                         
19  EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)	DJ Khaled	hip hop	2021	2023‑04‑14	150	73	48	-4	11	23	237	0	29	77          
20  Motley Crew	Post Malone	dfw rap	2021	2023‑04‑14	130	63	80	-4	10	29	184	9	8	76                                            
21  I Drink Wine	Adele	british soul	2021	2023‑04‑14	115	56	44	-6	12	31	376	70	5	76                                           
22  Billie Bossa Nova	Billie Eilish	art pop	2021	2023‑04‑14	110	39	90	-11	11	55	197	22	11	76                                 
23  Your Power	Billie Eilish	art pop	2021	2023‑04‑14	130	28	63	-14	23	21	246	93	8	76                                         
24  a m a r i	J. Cole	conscious hip hop	2021	2023‑04‑14	66	71	73	-6	62	21	148	13	19	75                                       
25  We're Good	Dua Lipa	dance pop	2021	2023‑04‑14	134	59	72	-6	18	59	166	3	5	75                                              
26  Build a Bitch	Bella Poarch	modern alternative pop	2021	2023‑04‑14	103	46	86	-7	35	87	123	22	4	75                         
27  I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)	Taylor Swift	pop	2021	2023‑04‑14	150
28  Tell It To My Heart	MEDUZA	pop dance	2021	2023‑04‑14	124	72	54	-7	61	49	166	3	6	75                                       
29  Therefore I Am	Billie Eilish	art pop	2020	2023‑04‑14	94	34	89	-8	6	72	174	22	7	75                                        
30  What’s Next	Drake	canadian hip hop	2021	2023‑04‑14	130	59	78	-7	16	6	178	1	5	74                                          
31  hope ur ok	Olivia Rodrigo	pop	2021	2023‑04‑14	77	30	44	-12	10	17	210	39	6	74                                             
32  No Friends In The Industry	Drake	canadian hip hop	2021	2023‑04‑14	84	74	84	-5	63	17	204	2	11	74                          
33  Fiel	Los Legendarios	reggaeton	2021	2023‑04‑14	98	70	85	-4	11	51	262	41	6	73                                             
34  Mr. Perfectly Fine (Taylor’s Version) (From The Vault)	Taylor Swift	pop	2021	2023‑04‑14	136	82	66	-6	7	71	278	16	5	73    
35  I Knew You Were Trouble (Taylor's Version)	Taylor Swift	pop	2021	2023‑04‑14	154	56	58	-6	6	77	220	1	3	73                 
36  TSU	Drake	canadian hip hop	2021	2023‑04‑14	130	56	57	-9	39	25	309	23	42	73                                               
37  Hurricane	Kanye West	chicago rap	2021	2023‑04‑14	80	56	59	-7	11	35	243	5	15	73                                           
38  Have Mercy	Chlöe		2021	2023‑04‑14	130	54	90	-6	35	51	149	30	7	72                                                         
39  Getting Older	Billie Eilish	art pop	2021	2023‑04‑14	160	13	60	-17	12	37	244	97	11	72                                     
40  Party Up	DMX	east coast hip hop	1999	2023‑04‑14	202	93	51	-3	50	53	269	7	35	72                                           
41  Body	Megan Thee Stallion	houston rap	2020	2023‑04‑14	94	73	91	-6	11	47	171	2	24	71                                       
42  Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage	Skylar Grey	piano rock	2021	2023‑04‑1
43  Pipe Down	Drake	canadian hip hop	2021	2023‑04‑14	78	69	52	-6	18	59	206	13	11	71                                          
44  Get Along Better	Drake	canadian hip hop	2021	2023‑04‑14	178	47	32	-7	13	34	229	1	4	71                                    
45  Love All (with JAY-Z)	Drake	canadian hip hop	2021	2023‑04‑14	92	58	73	-5	15	16	228	35	29	71                              
